,54,2,Mort,AR,26D,Cent,,AR,,GU,Won door in chaple
,55,1,VD,RIM,10B,R,,Rim,,GU,West Entrance
,56,2,Sargent,RIM,26D,R/L,,Rim,,GU,North West Gym Entrance
,57,1,Olympus,KIK,26D,L,Cabinet,No,,RS2,7th Ward Releif Society
,58,1,Olympus,KIK,26D,L,Cabinet,No,,RS3,2nd Ward RS
,59,1,Olympus,KIK,26D,L,Cabinet,No,,RS3,2nd Ward RS
,60,1,Olympus,KIK,26D,R,Cabinet,No,,RS2,7th Ward RS
,61,1,Olympus,KIK,26D,R,Cabinet,No,,RS1,1st Ward RS
,62,1,Olympus,KIK,26D,R,Cabinet,No,,RS1,1st Ward RS
,63,1,Olympus,KIK,26D,R,Cabinet,No,,Q,1st Ward Primary
,64,1,Olympus,KIK,26D,L,Cabinet,No,,RS2,7th Ward RS
,65,1,Marks,KIL,26D,R,2 3/4,M,,GU,Kitchen to hall
,66,1,Marks,KIL,26D,R,2 3/4,M,,GU,Kitchen to classroom
,67,3,Marks/DB,KIL/DB,26D,L,2 3/4,M /DB,,GU,Multi Purpose to OS
,68,2,Sargent,RIM,26D,L/R,,Rim,,GU, Hall
,69,1,Schlage,DB,26D,L,2 3/4,DB,,GU,Hall to west stage ent
,70,1,Marks,KIL,26D,L,2 3/4,M,,Mech,Mech in West Hall
